sign,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,timestamp
name,0.1068419367074966,0.7553693652153015,9.27775147374632e-07,0.1610060036182403,0.641990065574646,0.0186810549348592,0.2310374975204467,0.5959299206733704,0.0020559709519147,0.2902702987194061,0.6190089583396912,-0.0195334237068891,0.3387321233749389,0.646406352519989,-0.0413774214684963,0.2442895174026489,0.5293047428131104,-0.0576610639691352,0.3514298796653747,0.5172601342201233,-0.0882914662361145,0.4116603136062622,0.5123121738433838,-0.1011952981352806,0.4581062197685241,0.5104345679283142,-0.1077840030193328,0.2364696562290191,0.5911893844604492,-0.0851781666278839,0.3600826859474182,0.5868790149688721,-0.1218030154705047,0.4287396073341369,0.5887903571128845,-0.1293031871318817,0.4771490097045898,0.5968450307846069,-0.1329656839370727,0.2269153296947479,0.6782822608947754,-0.1056910529732704,0.3300081491470337,0.741623044013977,-0.1263782829046249,0.3091248869895935,0.7573209404945374,-0.1036248058080673,0.2772923707962036,0.7544581890106201,-0.0851311087608337,0.2163619399070739,0.7773014307022095,-0.125154361128807,0.2986777424812317,0.8159712553024292,-0.1284499168395996,0.2829191088676452,0.8193060159683228,-0.1027417480945587,0.2532640397548675,0.808601438999176,-0.0820980444550514,0.755933403968811,0.8560346961021423,5.715832003261312e-07,0.6972644329071045,0.748986005783081,0.0167892780154943,0.6154425740242004,0.7095945477485657,0.009780503809452,0.5535558462142944,0.7488911151885986,-0.0023993044160306,0.5237407088279724,0.8172196745872498,-0.0175725240260362,0.5841801762580872,0.6570526361465454,-0.0360946990549564,0.4814760386943817,0.640663206577301,-0.0640692636370658,0.4165885746479034,0.6295379996299744,-0.0813623890280723,0.3646115064620971,0.6270921230316162,-0.0916327610611915,0.585279107093811,0.7317440509796143,-0.0578214824199676,0.4655490517616272,0.7057142853736877,-0.0830370485782623,0.3881100416183471,0.6905497312545776,-0.0949758738279342,0.3275181949138641,0.6913707256317139,-0.1041108667850494,0.5910788178443909,0.8281348943710327,-0.0743792131543159,0.4789555370807647,0.8794775009155273,-0.0914194732904434,0.5045881867408752,0.8871158957481384,-0.075864240527153,0.5397367477416992,0.8832322955131531,-0.060897372663021,0.5995105504989624,0.92898827791214,-0.0896092280745506,0.5079386830329895,0.9569291472434998,-0.096310868859291,0.5232455134391785,0.9530767798423768,-0.07755146920681,0.5484936237335205,0.9439849257469176,-0.0608362965285778,2026-02-27T00:04:56.826534
name,0.1062847226858139,0.7575294971466064,9.479115306021412e-07,0.1588782370090484,0.6473250985145569,0.0120933130383491,0.231719970703125,0.6020119190216064,-0.0066344295628368,0.2952837944030761,0.6305909752845764,-0.0297541767358779,0.3449118733406067,0.6618958711624146,-0.0527630597352981,0.2420308738946914,0.531376302242279,-0.0587354376912117,0.3508564233779907,0.5189785361289978,-0.0907364636659622,0.4126402139663696,0.5155084133148193,-0.1052443236112594,0.4598141312599182,0.5134286284446716,-0.1127480119466781,0.2327180951833725,0.5939671397209167,-0.0837278217077255,0.3564373254776001,0.5888651609420776,-0.1200039908289909,0.4259563386440277,0.5909459590911865,-0.1285177767276764,0.4757990837097168,0.5956451296806335,-0.1331182867288589,0.223387986421585,0.68088698387146,-0.1029105111956596,0.3265997767448425,0.7399926781654358,-0.1261734217405319,0.3021887540817261,0.7568018436431885,-0.1055647954344749,0.2679540514945984,0.7520700097084045,-0.0877545326948165,0.2145887017250061,0.7786067128181458,-0.1215744614601135,0.2990910112857818,0.8132058382034302,-0.127501368522644,0.28277188539505,0.8201465010643005,-0.1034347265958786,0.2536555826663971,0.8111690282821655,-0.0836580246686935,0.754718005657196,0.8583194613456726,5.759397936344612e-07,0.6960647106170654,0.7515879273414612,0.0145086357370018,0.6110278367996216,0.7107760906219482,0.0072146984748542,0.5483202338218689,0.7486811876296997,-0.0046564149670302,0.5159120559692383,0.8183197379112244,-0.0198451727628707,0.5826009511947632,0.6564368009567261,-0.0359873063862323,0.4789777994155884,0.6408660411834717,-0.0624403282999992,0.4134310781955719,0.6325131058692932,-0.0777706876397132,0.3613511323928833,0.6312159895896912,-0.0860704258084297,0.5826878547668457,0.7296578288078308,-0.0563338361680507,0.4637329280376434,0.7051796317100525,-0.0796446576714515,0.387797087430954,0.6927375197410583,-0.0889752581715583,0.3278544545173645,0.6947379112243652,-0.0952691063284874,0.5880724787712097,0.8236504793167114,-0.0719519257545471,0.4798692464828491,0.8811159729957581,-0.0902117639780044,0.5045707821846008,0.8906236290931702,-0.0770452320575714,0.539450466632843,0.8874859809875488,-0.062660776078701,0.5967952013015747,0.925230860710144,-0.0860578417778015,0.5072374939918518,0.95660400390625,-0.093748390674591,0.5237815380096436,0.9545020461082458,-0.0756922736763954,0.5506485104560852,0.945620059967041,-0.0589100830256938,2026-02-27T00:04:57.021305
name,0.1087544858455658,0.7575699687004089,9.66088350651262e-07,0.1610728800296783,0.644137978553772,0.0143120121210813,0.2313222289085388,0.596988320350647,-0.0041461349464952,0.2920912504196167,0.6188300848007202,-0.0267243441194295,0.3411880731582641,0.6446889638900757,-0.0493726804852485,0.2434709668159485,0.5299068689346313,-0.062188770622015,0.3522149622440338,0.5207316875457764,-0.0950521379709243,0.4137564301490783,0.5173622965812683,-0.1091829612851142,0.4601867794990539,0.5179055333137512,-0.1163831055164337,0.2341165840625763,0.5925538539886475,-0.0883730575442314,0.3584405183792114,0.5887450575828552,-0.1286259889602661,0.42822265625,0.5913417339324951,-0.1387757360935211,0.4768832325935364,0.5999860167503357,-0.1438532322645187,0.2241259217262268,0.6795944571495056,-0.1079288274049758,0.32929328083992,0.7475506663322449,-0.1332134455442428,0.3147023022174835,0.7680189609527588,-0.1145609766244888,0.2880029082298279,0.7676567435264587,-0.0982447788119316,0.2142632603645324,0.7778937816619873,-0.1264391988515854,0.2969228029251098,0.8222370743751526,-0.1336591243743896,0.2840504944324493,0.8288336992263794,-0.1114282235503196,0.257162481546402,0.8195929527282715,-0.0930313244462013,0.7537472248077393,0.8610889911651611,6.202631084306631e-07,0.6945252418518066,0.7510843276977539,0.0088364602997899,0.6079230308532715,0.7107419967651367,-0.0016516386531293,0.5439772009849548,0.748755931854248,-0.0152244437485933,0.5123113989830017,0.8222659826278687,-0.0322106704115867,0.5787404775619507,0.6573543548583984,-0.0448740795254707,0.4762087762355804,0.6431055068969727,-0.0738300532102584,0.4103630781173706,0.6372390389442444,-0.0911666974425315,0.3565812110900879,0.6397234201431274,-0.1011488139629364,0.5802949666976929,0.7366663217544556,-0.0630599707365036,0.462808221578598,0.7105522155761719,-0.0894430875778198,0.3876785635948181,0.6989169120788574,-0.0996041223406791,0.3280622065067291,0.7014718055725098,-0.1065081655979156,0.5874083638191223,0.8347076177597046,-0.0767202898859977,0.4812230765819549,0.889311671257019,-0.0976770371198654,0.5061987042427063,0.8957931399345398,-0.0840627923607826,0.5418037176132202,0.8911033868789673,-0.0691594406962394,0.5978171229362488,0.936433970928192,-0.089258462190628,0.5099195837974548,0.9596672654151917,-0.0984552353620529,0.5289590954780579,0.954351544380188,-0.0799807533621788,0.5573087334632874,0.9445041418075562,-0.062930092215538,2026-02-27T00:04:57.226667
name,0.1052469313144683,0.7558515071868896,9.506865126240882e-07,0.1581311374902725,0.6455236077308655,0.012213977985084,0.2302493304014206,0.5955660939216614,-0.0047215656377375,0.2928599715232849,0.6137400269508362,-0.0255514476448297,0.342387318611145,0.6361439824104309,-0.0461108796298503,0.2418873459100723,0.5309033989906311,-0.0572076439857482,0.3502170443534851,0.5219985246658325,-0.0876643657684326,0.411638855934143,0.5171497464179993,-0.1005030646920204,0.4581447839736938,0.5142183899879456,-0.1065713018178939,0.2342395037412643,0.5924196839332581,-0.080685518682003,0.358225017786026,0.5922502279281616,-0.115774467587471,0.4272865653038025,0.593300461769104,-0.1235942095518112,0.4768174886703491,0.5975022912025452,-0.1272565573453903,0.2254093885421753,0.6782524585723877,-0.0981984511017799,0.3265405893325805,0.7466480731964111,-0.1206614300608635,0.3014923334121704,0.7619267106056213,-0.10100619494915,0.267377644777298,0.7559691071510315,-0.0834602788090705,0.2155147790908813,0.7758200168609619,-0.1149544492363929,0.297675758600235,0.8184446692466736,-0.1202781274914741,0.2808257341384887,0.8239598274230957,-0.0969982966780662,0.2509092390537262,0.8130417466163635,-0.0774837955832481,0.7584736943244934,0.8613431453704834,6.190860517563124e-07,0.6995761394500732,0.7553086280822754,0.0087252808734774,0.6137977242469788,0.7174726128578186,-0.0015129112871363,0.5514450073242188,0.758136510848999,-0.0154114151373505,0.5200994610786438,0.8316596150398254,-0.0325501263141632,0.5843362212181091,0.6599560379981995,-0.0392926782369613,0.4817310571670532,0.6431495547294617,-0.0669490844011306,0.4167458415031433,0.6333503723144531,-0.0831284895539283,0.3642374873161316,0.6319908499717712,-0.0916920602321624,0.5836859941482544,0.736422061920166,-0.0576502010226249,0.4666683673858642,0.7111276388168335,-0.0826778411865234,0.3902001976966858,0.6970833539962769,-0.0925460755825042,0.3283484578132629,0.6984664797782898,-0.0985886976122856,0.5887801647186279,0.8323391675949097,-0.071952112019062,0.4853732883930206,0.8893276453018188,-0.0932960286736488,0.5103386044502258,0.8958715796470642,-0.0819698646664619,0.5451022386550903,0.8930110931396484,-0.0678096041083335,0.597572922706604,0.93477600812912,-0.0850937440991401,0.5122901201248169,0.9597128033638,-0.0941308960318565,0.5312739610671997,0.9556273221969604,-0.0762874782085418,0.5597164630889893,0.9471056461334229,-0.0593139491975307,2026-02-27T00:04:57.417719
name,0.1075466275215148,0.7574509382247925,9.396950417794868e-07,0.1592936366796493,0.6472611427307129,0.0097246821969747,0.2305037528276443,0.5965878963470459,-0.0084503227844834,0.2919417321681976,0.6166925430297852,-0.0301816631108522,0.3407042324542999,0.6429353952407837,-0.0517611615359783,0.2440706342458725,0.5331523418426514,-0.0604156740009784,0.351894736289978,0.5225021243095398,-0.0921483039855957,0.4132860898971557,0.5184286832809448,-0.1063771992921829,0.4596160650253296,0.5174233317375183,-0.113461285829544,0.2348908483982086,0.5957274436950684,-0.0829667970538139,0.3587903976440429,0.5951639413833618,-0.1182602941989898,0.4280831813812256,0.5992040634155273,-0.1263134777545929,0.4773381948471069,0.607262134552002,-0.1304916143417358,0.2249782532453537,0.6822053790092468,-0.0998349860310554,0.3275752067565918,0.7492018938064575,-0.1224812790751457,0.3047565519809723,0.7638224363327026,-0.1033491566777229,0.2714266777038574,0.7583611607551575,-0.0865968018770217,0.2149934917688369,0.7791975140571594,-0.1162207126617431,0.297849029302597,0.8193477392196655,-0.1225385069847107,0.2819048464298248,0.823005735874176,-0.1001240536570549,0.2524945139884949,0.8111355304718018,-0.0813688188791275,0.7583337426185608,0.8612989187240601,5.956588324806944e-07,0.6980236768722534,0.7561800479888916,0.0117827346548438,0.6137171983718872,0.7205104827880859,0.0027130211237818,0.5552929639816284,0.7599401473999023,-0.0103598460555076,0.5238016843795776,0.8311582803726196,-0.0267826858907938,0.5825042724609375,0.6636740565299988,-0.0405528582632541,0.48008793592453,0.6477306485176086,-0.0703377053141594,0.4159425497055053,0.6379313468933105,-0.0886188969016075,0.3629941940307617,0.6355016231536865,-0.0990589633584022,0.5844041109085083,0.7396595478057861,-0.0610000230371952,0.4656029641628265,0.7152174115180969,-0.0864741876721382,0.3903126120567322,0.6996651887893677,-0.0970615595579147,0.3278838396072387,0.697817862033844,-0.1046444028615951,0.5919849872589111,0.8365050554275513,-0.0772404000163078,0.4789090156555176,0.8908126950263977,-0.0995942577719688,0.5041900873184204,0.9002722501754761,-0.0885218009352684,0.5400466918945312,0.8972752690315247,-0.0749740824103355,0.6031242609024048,0.9403594136238098,-0.0920276269316673,0.5131069421768188,0.9713537096977234,-0.1043722555041313,0.528161346912384,0.9678508043289183,-0.0890905335545539,0.554270327091217,0.9576115608215332,-0.0737931206822395,2026-02-27T00:04:57.625523
name,0.1069602966308593,0.7612241506576538,9.315328952652636e-07,0.1584687530994415,0.6497372984886169,0.0125779369845986,0.227776437997818,0.5993856191635132,-0.0045729032717645,0.2883235514163971,0.6213166117668152,-0.0259290691465139,0.3365480601787567,0.6515756249427795,-0.0471281670033931,0.2430574893951416,0.5336056351661682,-0.057011105120182,0.350796639919281,0.5208227634429932,-0.0878698155283927,0.4117711186408996,0.5158441066741943,-0.1011348739266395,0.4577637910842895,0.5128487348556519,-0.1075667589902877,0.2352537810802459,0.5948312878608704,-0.0808714926242828,0.3570730686187744,0.5902105569839478,-0.1167906150221824,0.4254750609397888,0.5931692719459534,-0.1249084025621414,0.4739429950714111,0.5994197726249695,-0.1285434067249298,0.226347267627716,0.6808004975318909,-0.0987667292356491,0.3263009786605835,0.744970977306366,-0.1216182708740234,0.304576575756073,0.7633219957351685,-0.1018855720758438,0.2719897031784057,0.7602059841156006,-0.0841007903218269,0.2169641554355621,0.7778416872024536,-0.1159858852624893,0.2994710505008697,0.8174177408218384,-0.1217143833637237,0.2848177552223205,0.8255362510681152,-0.0984445363283157,0.2564129829406738,0.8170327544212341,-0.0786778256297111,0.753909707069397,0.8588606715202332,5.807335696772498e-07,0.6941812634468079,0.752471387386322,0.0111845638602972,0.6087654232978821,0.7143034934997559,0.0009770699543878,0.547662615776062,0.755499005317688,-0.0133759109303355,0.51826411485672,0.8273453712463379,-0.0312754176557064,0.5809704661369324,0.6582620143890381,-0.0415739938616752,0.4781419336795807,0.6422494649887085,-0.0705533176660537,0.4149036407470703,0.6315616965293884,-0.0873174592852592,0.3638551533222198,0.628279447555542,-0.0964035242795944,0.5831689238548279,0.7322882413864136,-0.0617825798690319,0.4649490416049957,0.7082924246788025,-0.0877342820167541,0.3896956443786621,0.6939318776130676,-0.097898468375206,0.3290613889694214,0.6945422887802124,-0.104528971016407,0.5906431078910828,0.8270591497421265,-0.0775105953216552,0.4827297925949096,0.8865223526954651,-0.0991061627864837,0.5090166330337524,0.8934758901596069,-0.0865619778633117,0.5445399880409241,0.8886383771896362,-0.0718531012535095,0.6015461087226868,0.929535746574402,-0.0918591096997261,0.5119779109954834,0.962311863899231,-0.1018787622451782,0.5299500226974487,0.9581614136695862,-0.0839975401759147,0.5576692223548889,0.9474050998687744,-0.0670564845204353,2026-02-27T00:04:57.816647
name,0.1086666584014892,0.755702555179596,9.573574288879172e-07,0.1597371101379394,0.6422240734100342,0.0145774399861693,0.2297654449939727,0.5928174257278442,-0.0023798276670277,0.2903482615947723,0.6135451793670654,-0.0235084723681211,0.3390606045722961,0.6394357085227966,-0.0445627942681312,0.2434971034526825,0.5310729146003723,-0.0593068078160285,0.3535293936729431,0.5181591510772705,-0.0903013050556182,0.414423793554306,0.5149338841438293,-0.1019307300448417,0.4597668051719665,0.514930248260498,-0.1067535355687141,0.2353661060333252,0.5921130180358887,-0.0837836563587188,0.3621908724308014,0.5858365297317505,-0.1217301860451698,0.430241048336029,0.5893367528915405,-0.1287876367568969,0.4773883521556854,0.5978279113769531,-0.1308231651782989,0.2259888052940368,0.6781089305877686,-0.1017265617847442,0.3286125063896179,0.7395173907279968,-0.1255208253860473,0.3072259426116943,0.7579381465911865,-0.1044306457042694,0.2757910788059234,0.7561447024345398,-0.0851528346538543,0.2154385447502136,0.7760417461395264,-0.1185347139835357,0.2995136976242065,0.8129425644874573,-0.1231834590435028,0.2853122055530548,0.8197969794273376,-0.0981410443782806,0.2569781541824341,0.8118743300437927,-0.0770118758082389,0.752853274345398,0.8552166819572449,5.587885993918462e-07,0.6924252510070801,0.7468534111976624,0.0146309472620487,0.6094642877578735,0.7062389850616455,0.0054062879644334,0.5478362441062927,0.747651219367981,-0.0084238108247518,0.5181896090507507,0.8179311156272888,-0.0258846338838338,0.5817160606384277,0.6537806987762451,-0.041564255952835,0.4791096150875091,0.6392455101013184,-0.071280799806118,0.4150190949440002,0.6294043064117432,-0.0889143347740173,0.3639145493507385,0.626762866973877,-0.0989015027880668,0.5840939879417419,0.7288416624069214,-0.0627960488200187,0.466026246547699,0.7053190469741821,-0.0895415544509887,0.3894780874252319,0.6917970180511475,-0.1012351587414741,0.3289598822593689,0.6924391984939575,-0.1096407920122146,0.5907928347587585,0.8246879577636719,-0.07887764275074,0.4802608489990234,0.8809781074523926,-0.0981333777308464,0.5053430199623108,0.8878400921821594,-0.0836934000253677,0.5398572683334351,0.8820056319236755,-0.0688264966011047,0.600371241569519,0.9258362650871276,-0.0934740528464317,0.5089228749275208,0.9585212469100952,-0.1013051643967628,0.5249539017677307,0.9525527954101562,-0.082556739449501,0.5505885481834412,0.9397875666618348,-0.0655389428138732,2026-02-27T00:04:58.025925
name,0.1086811274290084,0.7575260400772095,9.065270205610432e-07,0.1616092473268509,0.6465100646018982,0.0155261075124144,0.2307594418525695,0.595567524433136,-0.0006429748609662,0.2913030982017517,0.6104468107223511,-0.0214859806001186,0.3399533331394195,0.6336181163787842,-0.0424672700464725,0.2443190962076187,0.5302370190620422,-0.0553721264004707,0.3512486219406128,0.5151865482330322,-0.0861193239688873,0.4123272895812988,0.5111397504806519,-0.0991669744253158,0.4583958983421325,0.5089397430419922,-0.1052371188998222,0.2371609956026077,0.5907202959060669,-0.0804092288017273,0.3594899773597717,0.588570773601532,-0.1150858849287033,0.4274610877037048,0.5907531976699829,-0.1221824586391449,0.4748126864433288,0.5957626104354858,-0.1252658367156982,0.2287138998508453,0.6753005981445312,-0.0992959588766098,0.3274002373218536,0.7418828010559082,-0.1204559952020645,0.3062891364097595,0.7608099579811096,-0.1002665758132934,0.2747750580310821,0.7583144903182983,-0.0827725678682327,0.2196934819221496,0.7714053392410278,-0.1172729879617691,0.2989084124565124,0.8144712448120117,-0.1209238097071647,0.2831689417362213,0.8223851919174194,-0.0969475954771041,0.2549120485782623,0.8136735558509827,-0.0771835371851921,0.7550095319747925,0.8552009463310242,5.806393801321974e-07,0.6963096261024475,0.7447922229766846,0.0124190263450145,0.6131449341773987,0.7090307474136353,0.0025441588368266,0.5537611246109009,0.7528005838394165,-0.0116040054708719,0.525229275226593,0.825414776802063,-0.0294165760278701,0.5852819681167603,0.6528836488723755,-0.0415368527173996,0.4826284945011139,0.639491617679596,-0.0715733394026756,0.4185373485088348,0.6283278465270996,-0.090124636888504,0.3666262030601501,0.6246482133865356,-0.1006519868969917,0.5871444940567017,0.7294975519180298,-0.0620581097900867,0.4682836234569549,0.7060070633888245,-0.0879788398742675,0.392385721206665,0.689577579498291,-0.0989283621311187,0.3311845064163208,0.6878162026405334,-0.10666374117136,0.5944289565086365,0.826542317867279,-0.0779355317354202,0.4829134047031402,0.8826099038124084,-0.098479151725769,0.5075529217720032,0.8872295022010803,-0.085296019911766,0.5431892275810242,0.8812883496284485,-0.0706382319331169,0.6055110096931458,0.9296247363090516,-0.0924475267529487,0.5136744976043701,0.957533597946167,-0.1020459160208702,0.5304684638977051,0.949739396572113,-0.0838411971926689,0.5583691596984863,0.9373713731765748,-0.0667687878012657,2026-02-27T00:04:58.219936
name,0.1113042384386062,0.7531988024711609,9.355338193017816e-07,0.1644640266895294,0.6371544003486633,0.0209393203258514,0.2318544685840606,0.5870330929756165,0.005208654794842,0.290043830871582,0.6032313704490662,-0.0152890132740139,0.3387546837329864,0.6277549266815186,-0.0358311869204044,0.2444534301757812,0.5267505645751953,-0.0596026703715324,0.354222297668457,0.5115351676940918,-0.0901068598031997,0.4151083827018738,0.5068280696868896,-0.1012053191661834,0.4610722661018371,0.5047565698623657,-0.1058108806610107,0.2375244796276092,0.5885704755783081,-0.086792379617691,0.3628022074699402,0.5813980102539062,-0.12554332613945,0.4314111471176147,0.5825643539428711,-0.1317670941352844,0.478367269039154,0.5886777639389038,-0.1332848370075225,0.2295729368925094,0.6749177575111389,-0.1062976419925689,0.3307759165763855,0.7361592054367065,-0.1267845183610916,0.3136070966720581,0.7531279921531677,-0.1022694930434227,0.2849195301532745,0.751473069190979,-0.0818472057580947,0.2207812070846557,0.7733602523803711,-0.1244285255670547,0.3031640350818634,0.8099451065063477,-0.1250007003545761,0.2904722690582275,0.8157328963279724,-0.097051627933979,0.2632198631763458,0.8079797029495239,-0.0745345056056976,0.7556455731391907,0.8451770544052124,5.572316013058298e-07,0.6937491297721863,0.7347294092178345,0.0204685926437377,0.612291157245636,0.7006635069847107,0.0133465770632028,0.5519464015960693,0.749140202999115,0.0004198044189251,0.5233396887779236,0.8193910717964172,-0.0158380288630723,0.5808641910552979,0.6453403234481812,-0.0344831645488739,0.4787191748619079,0.6299428343772888,-0.0613674782216548,0.4157902300357818,0.6196194887161255,-0.0781152248382568,0.3661792874336242,0.618771493434906,-0.0881659388542175,0.5852745771408081,0.7194961905479431,-0.0575700178742408,0.4673724770545959,0.6947598457336426,-0.0829102918505668,0.3918242454528808,0.6821556687355042,-0.0955425426363945,0.3338361084461212,0.6856929063796997,-0.1051947027444839,0.5931903719902039,0.8175489902496338,-0.0747043564915657,0.4835720062255859,0.8683751225471497,-0.0886958390474319,0.5097124576568604,0.8680185675621033,-0.0706207454204559,0.5438182950019836,0.8580533266067505,-0.0547770746052265,0.604465663433075,0.9184977412223816,-0.0902402475476265,0.5141106843948364,0.9451073408126832,-0.092812679708004,0.5332324504852295,0.9339876174926758,-0.0702586695551872,0.5610083341598511,0.9193917512893676,-0.0513753518462181,2026-02-27T00:04:58.425669
name,0.1113430857658386,0.7488081455230713,9.30988335312577e-07,0.1632547676563263,0.632896900177002,0.0185460764914751,0.2303960174322128,0.5823180079460144,0.0033664493821561,0.2893624901771545,0.6001214981079102,-0.0161301791667938,0.3380111455917358,0.6274731755256653,-0.0353766456246376,0.2449653148651123,0.5215298533439636,-0.0567493177950382,0.353546142578125,0.5062824487686157,-0.086934708058834,0.4141486883163452,0.500130832195282,-0.0986794456839561,0.4600066244602203,0.4986188411712646,-0.1036492064595222,0.238052099943161,0.5826787352561951,-0.0819811820983886,0.3624477982521057,0.5749450922012329,-0.1193225011229515,0.4308123588562011,0.5745676755905151,-0.126936599612236,0.4779160022735595,0.5811581611633301,-0.1295574605464935,0.2299975752830505,0.6687928438186646,-0.0999487489461898,0.3310352265834808,0.7304516434669495,-0.1209018751978874,0.3144882619380951,0.7469373941421509,-0.0994274541735649,0.2859384417533874,0.7464550733566284,-0.080647125840187,0.2204334735870361,0.7656930685043335,-0.1165676042437553,0.3026548326015472,0.8050475120544434,-0.1183968335390091,0.291452407836914,0.8114172220230103,-0.0927006676793098,0.2659187018871307,0.8044214844703674,-0.0714148804545402,0.7578374147415161,0.8440090417861938,5.297125085235166e-07,0.6959620714187622,0.7316839098930359,0.0253737699240446,0.6142260432243347,0.6951783299446106,0.0218869876116514,0.5546185970306396,0.7423973679542542,0.0116097992286086,0.5279111862182617,0.8109278082847595,-0.0021932492963969,0.580986738204956,0.6423748135566711,-0.0278817880898714,0.4800733029842376,0.6261366605758667,-0.0530633181333541,0.4173392355442047,0.6139862537384033,-0.0690163969993591,0.3678697943687439,0.6116445660591125,-0.0785157680511474,0.5836665034294128,0.7166519165039062,-0.0524227730929851,0.4674156904220581,0.6897242665290833,-0.0738066434860229,0.393287181854248,0.6759089827537537,-0.0842543169856071,0.3364521861076355,0.6787558794021606,-0.092781938612461,0.5913723111152649,0.8137211799621582,-0.0709766671061515,0.4845140874385834,0.860467255115509,-0.081361636519432,0.5102893710136414,0.858729898929596,-0.0629367902874946,0.5436925888061523,0.8488145470619202,-0.0475019700825214,0.6032378673553467,0.9141477346420288,-0.0877963304519653,0.5138693451881409,0.9346480369567872,-0.0881813690066337,0.5302576422691345,0.9229592084884644,-0.0659654811024665,0.5552679896354675,0.908813178539276,-0.0476126298308372,2026-02-27T00:04:58.619680
name,0.1093252003192901,0.7482399940490723,9.36156027364632e-07,0.1622393429279327,0.6375254392623901,0.012617596425116,0.2337619364261627,0.5908932685852051,-0.0041367770172655,0.2966392040252685,0.6167587637901306,-0.0250947643071413,0.3462187647819519,0.6500194072723389,-0.0458511225879192,0.2463574856519699,0.5226613283157349,-0.054157368838787,0.3525426983833313,0.50766521692276,-0.084075391292572,0.4130341112613678,0.5019043684005737,-0.0968498885631561,0.4587946534156799,0.4990531802177429,-0.1029098853468895,0.2393728196620941,0.5825427174568176,-0.0778430849313736,0.3617969155311584,0.5788488388061523,-0.1120089218020439,0.4300789833068847,0.579719603061676,-0.1199997514486312,0.4785166978836059,0.5847547054290771,-0.1237249672412872,0.230662927031517,0.6671544313430786,-0.0957443863153457,0.3289787173271179,0.7357263565063477,-0.1174801215529441,0.3063974380493164,0.7535967826843262,-0.0989839509129524,0.2742156088352203,0.7498241662979126,-0.0822587683796882,0.2206221371889114,0.7630867958068848,-0.1129281818866729,0.2996209263801574,0.8077946901321411,-0.1171639040112495,0.2836699485778808,0.8160710334777832,-0.0941104367375373,0.2555170059204101,0.8067165613174438,-0.0748881846666336,0.7609990835189819,0.8474432826042175,5.206253490541712e-07,0.700158953666687,0.7356569170951843,0.0224707871675491,0.6156368255615234,0.6992102265357971,0.0179578550159931,0.5535195469856262,0.7483171820640564,0.007236136123538,0.5256912708282471,0.8207539916038513,-0.0068486388772726,0.5801964402198792,0.6432629227638245,-0.0305401720106601,0.4799463152885437,0.6287301778793335,-0.0568827725946903,0.4175559282302856,0.6163184642791748,-0.0744023919105529,0.3678919672966003,0.6134315729141235,-0.085443802177906,0.5847776532173157,0.7165795564651489,-0.0543418936431407,0.4684631824493408,0.6954504251480103,-0.0781409665942192,0.3926302194595337,0.6813665628433228,-0.0914075747132301,0.3339027762413025,0.6839600801467896,-0.1023394614458084,0.593326985836029,0.8140881061553955,-0.0722711980342865,0.4823629260063171,0.8641229271888733,-0.0849141180515289,0.5079196095466614,0.8637973666191101,-0.0674803331494331,0.5414412021636963,0.8550710082054138,-0.0527083277702331,0.6049420833587646,0.914014995098114,-0.0886200219392776,0.5124207139015198,0.9389292001724244,-0.0912592932581901,0.528029203414917,0.9272333979606628,-0.0704899877309799,0.5531288981437683,0.9123921990394592,-0.0531818233430385,2026-02-27T00:04:58.824958
